Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2018-06-06 21:21:27,false,"McKinney Cycling","5.55","303","00:22:21","142","162","--","--","--","14.9","21.7","--","13","0.00","0.0","0.0","0","--","65","88","--","--","0.0","--","0","0","0.0","0.0","1458","0","0","0","--","0:00","71.6","0:00","No","00:00.00","1","73.4","--","--","--","--","--","--","--","--","00:22:02","00:22:22","737","751"
Cycling,2018-06-04 17:31:48,false,"McKinney Cycling","6.87","304","00:24:31","132","149","--","--","--","16.8","22.3","13","--","0.00","0.0","0.0","0","--","71","89","--","--","0.0","--","0","0","0.0","0.0","1730","0","0","0","--","0:00","68.0","0:00","No","00:00.00","1","77.0","--","--","--","--","--","--","--","--","00:24:11","00:24:55","642","656"
Cycling,2018-06-03 07:13:59,false,"McKinney Cycling","20.09","1,006","01:19:30","144","173","--","--","--","15.2","28.8","899","915","0.00","0.0","0.0","0","--","55","90","--","--","0.0","--","0","0","0.0","0.0","3076","0","0","0","--","0:00","68.0","0:00","No","00:00.00","1","71.6","--","--","--","--","--","--","--","--","01:19:08","01:26:02","331","544"
Cycling,2018-06-01 07:29:13,false,"McKinney Cycling","14.26","771","00:54:33","155","188","--","--","--","15.7","28.3","541","554","0.00","0.0","0.0","0","--","60","94","--","--","0.0","--","0","0","0.0","0.0","2221","0","0","0","--","0:00","73.4","0:00","No","00:00.00","1","75.2","--","--","--","--","--","--","--","--","00:54:16","00:57:36","567","740"
Cycling,2018-04-12 05:37:07,false,"McKinney Cycling","16.45","858","01:04:58","150","169","--","--","--","15.2","27.3","630","607","0.00","0.0","0.0","0","--","58","95","--","--","0.0","--","0","0","0.0","0.0","2859","0","0","0","--","0:00","53.6","0:00","No","00:00.00","1","64.4","--","--","--","--","--","--","--","--","01:04:39","01:08:12","541","721"
Cycling,2018-01-06 15:50:23,false,"Mckinney Cycling","24.47","1,133","01:41:39","143","174","--","--","--","14.4","31.3","856","827","0.00","0.0","0.0","0","--","51","88","--","--","0.0","--","0","0","0.0","0.0","3624","0","0","0","--","0:00","50.0","0:00","No","00:00.00","1","59.0","--","--","--","--","--","--","--","--","01:41:21","01:45:49","272","489"
Cycling,2017-09-24 08:04:26,false,"Mckinney Cycling","30.84","1,283","02:16:24","134","185","--","--","--","13.6","35.4","1,001","1,033","0.00","0.0","0.0","0","--","57","109","--","--","0.0","--","0","0","0.0","0.0","4656","0","0","0","--","0:00","69.8","0:00","No","00:00.00","--","87.8","--","--","--","--","--","--","--","--","02:15:26","02:28:41","469","695"
Cycling,2017-07-27 18:40:07,false,"Frisco Cycling","4.98","216","00:17:42","140","177","--","--","--","16.9","25.4","79","89","0.00","0.0","0.0","0","--","70","100","--","--","0.0","--","0","0","0.0","0.0","679","0","0","0","--","0:00","96.8","0:00","No","00:00.00","--","98.6","--","--","--","--","--","--","--","--","00:17:15","00:23:06","617","680"
Cycling,2017-07-19 17:58:24,false,"Mckinney Cycling","21.57","1,315","01:27:33","161","190","--","--","--","14.8","30.7","797","778","0.00","0.0","0.0","0","--","57","106","--","--","0.0","--","0","0","0.0","0.0","3152","0","0","0","--","0:00","80.6","0:00","No","00:00.00","--","93.2","--","--","--","--","--","--","--","--","00:00:00","01:39:37","633","835"
Cycling,2017-05-07 06:40:14,false,"Grapevine Cycling","61.77","3,549","03:59:03","164","185","--","--","--","15.5","35.9","2,441","2,454","0.00","0.0","0.0","0","--","63","108","--","--","0.0","--","0","0","0.0","0.0","10165","0","0","0","--","0:00","55.4","0:00","No","00:00.00","--","89.6","--","--","--","--","--","--","--","--","00:00:00","04:38:28","381","707"
Cycling,2017-04-15 06:14:08,false,"Frisco Cycling","67.96","3,516","04:25:57","158","178","--","--","--","15.3","27.1","1,608","1,644","0.00","0.0","0.0","0","--","64","103","--","--","0.0","--","0","0","0.0","0.0","3321","0","0","0","--","0:00","59.0","0:00","No","00:00.00","--","80.6","--","--","--","--","--","--","--","--","00:00:00","04:55:16","228","601"
Cycling,2017-04-11 18:40:54,false,"Frisco Cycling","32.27","1,459","01:44:03","156","178","--","--","--","18.6","30.8","725","732","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","60.8","0:00","No","00:00.00","--","73.4","--","--","--","--","--","--","--","--","00:00:00","01:56:49","335","480"
Cycling,2017-03-02 16:44:22,false,"Mckinney Cycling","22.01","1,580","01:53:56","0","0","--","--","--","11.6","24.4","669","696","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","51.8","0:00","No","00:00.00","--","68.0","--","--","--","--","--","--","--","--","00:00:00","02:08:30","108","256"
Cycling,2017-02-21 14:36:34,false,"Mc Kinney Cycling","10.49","664","00:54:04","143","171","--","--","--","11.6","22.7","279","269","0.00","0.0","0.0","0","--","66","102","--","--","0.0","--","0","0","0.0","0.0","1689","0","0","0","--","0:00","66.2","0:00","No","00:00.00","--","75.2","--","--","--","--","--","--","--","--","00:00:00","00:56:12","633","731"
Cycling,2016-12-29 09:57:39,false,"Mc Kinney Cycling","23.76","1,145","01:39:22","158","184","--","--","--","14.3","31.4","1,158","1,165","0.00","0.0","0.0","0","--","64","103","--","--","0.0","--","0","0","0.0","0.0","4059","0","0","0","--","0:00","48.2","0:00","No","00:00.00","--","57.2","--","--","--","--","--","--","--","--","00:00:00","01:45:54","349","575"
Cycling,2016-12-28 14:51:46,false,"Mc Kinney Cycling","24.68","1,359","01:44:03","153","186","--","--","--","14.2","31.5","902","909","0.00","0.0","0.0","0","--","63","103","--","--","0.0","--","0","0","0.0","0.0","3640","0","0","0","--","0:00","68.0","0:00","No","00:00.00","--","73.4","--","--","--","--","--","--","--","--","00:00:00","01:50:06","514","711"
Cycling,2016-12-27 15:00:32,false,"Mc Kinney Cycling","4.18","246","00:22:32","131","169","--","--","--","11.1","20.7","128","121","0.00","0.0","0.0","0","--","66","112","--","--","0.0","--","0","0","0.0","0.0","615","0","0","0","--","0:00","64.4","0:00","No","00:00.00","--","69.8","--","--","--","--","--","--","--","--","00:00:00","00:29:12","443","486"
Cycling,2016-11-06 07:41:27,false,"Mc Kinney Cycling","31.97","1,518","02:04:13","150","190","--","--","--","15.4","32.0","1,152","1,148","0.00","0.0","0.0","0","--","57","99","--","--","0.0","--","0","0","0.0","0.0","1496","0","0","0","--","0:00","53.6","0:00","No","00:00.00","--","62.6","--","--","--","--","--","--","--","--","00:00:00","00:00:00","505","718"
Cycling,2016-11-01 18:51:39,false,"Frisco Cycling","27.82","1,582","01:34:35","172","192","--","--","--","17.6","34.7","732","787","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","00:00.00","--","75.2","--","--","--","--","--","--","--","--","00:00:00","00:00:00","444","579"
Cycling,2016-10-19 09:30:45,false,"Frisco Cycling","1.16","78","00:06:51.8","0","0","--","--","--","10.1","16.7","36","13","0.00","0.0","0.0","0","--","44","55","--","--","0.0","--","0","0","0.0","0.0","25","0","0","0","--","0:00","75.2","0:00","No","00:00.00","--","77.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","698","734"
Cycling,2016-10-19 09:24:08,false,"Mc Kinney Cycling","0.95","69","00:05:00.5","0","0","--","--","--","11.4","18.0","--","36","0.00","0.0","0.0","0","--","62","94","--","--","0.0","--","0","0","0.0","0.0","89","0","0","0","--","0:00","77.0","0:00","No","00:00.00","--","80.6","--","--","--","--","--","--","--","--","00:00:00","00:00:00","697","734"
Cycling,2016-10-08 07:58:10,false,"Mc Kinney Cycling","54.26","4,774","03:47:20","160","186","--","--","--","14.3","33.2","2,297","2,270","0.00","0.0","0.0","0","--","62","117","--","--","0.0","--","0","0","0.0","0.0","8895","0","0","0","--","0:00","46.4","0:00","No","00:00.00","--","71.6","--","--","--","--","--","--","--","--","00:00:00","00:00:00","103","302"
Cycling,2016-10-08 07:54:04,false,"Mc Kinney Cycling","1.08","79","00:03:43.0","131","144","--","--","--","17.4","21.1","--","36","0.00","0.0","0.0","0","--","82","101","--","--","0.0","--","0","0","0.0","0.0","207","0","0","0","--","0:00","48.2","0:00","No","00:00.00","--","50.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","179","215"
Cycling,2016-09-23 08:41:54,false,"Mc Kinney Cycling","14.32","545","01:13:45","117","146","--","--","--","11.6","24.7","443","440","0.00","0.0","0.0","0","--","59","105","--","--","0.0","--","0","0","0.0","0.0","2241","0","0","0","--","0:00","73.4","0:00","No","00:00.00","--","82.4","--","--","--","--","--","--","--","--","00:00:00","00:00:00","619","773"
Cycling,2016-09-22 08:31:56,false,"Mc Kinney Cycling","15.84","620","01:17:52","122","148","--","--","--","12.2","28.8","440","443","0.00","0.0","0.0","0","--","53","91","--","--","0.0","--","0","0","0.0","0.0","2066","0","0","0","--","0:00","69.8","0:00","No","00:00.00","--","80.6","--","--","--","--","--","--","--","--","00:00:00","00:00:00","450","614"
Cycling,2016-09-21 08:43:40,false,"Mc Kinney Cycling","13.54","925","01:14:05","0","0","--","--","--","11.0","21.4","338","354","0.00","0.0","0.0","0","--","55","90","--","--","0.0","--","0","0","0.0","0.0","2271","0","0","0","--","0:00","73.4","0:00","No","00:00.00","--","82.4","--","--","--","--","--","--","--","--","00:00:00","00:00:00","677","815"
Cycling,2016-08-06 07:37:21,false,"Frisco Cycling","37.14","2,060","02:08:47","167","194","--","--","--","17.3","32.5","1,325","1,329","0.00","0.0","0.0","0","--","75","115","--","--","0.0","--","0","0","0.0","0.0","5670","0","0","0","--","0:00","78.8","0:00","No","00:00.00","--","93.2","--","--","--","--","--","--","--","--","00:00:00","00:00:00","505","858"
Cycling,2016-07-21 18:37:04,false,"Frisco Cycling","32.08","2,883","01:49:23","0","0","--","--","--","17.6","35.2","735","738","0.00","0.0","0.0","0","--","72","163","--","--","0.0","--","0","0","0.0","0.0","5200","0","0","0","--","0:00","86.0","0:00","No","00:00.00","--","96.8","--","--","--","--","--","--","--","--","00:00:00","00:00:00","353","484"
Running,2016-07-05 07:45:27,false,"Running","2.20","289","00:29:11","131","165","--","135","242","13:15","7:27","--","--","0.90","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-06-25 10:07:27,false,"Running","0.65","109","00:08:29.1","155","180","--","139","184","13:09","7:12","--","--","0.88","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-06-13 17:54:28,false,"Running","2.52","287","00:33:32","125","185","--","134","175","13:17","7:42","--","--","0.91","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-06-11 07:17:13,false,"Frisco Cycling","37.74","1,692","02:42:31","145","183","--","--","--","13.9","28.5","1,224","1,250","0.00","0.0","0.0","0","--","67","122","--","--","0.0","--","0","0","0.0","0.0","6978","0","0","0","--","0:00","71.6","0:00","No","00:00.00","--","80.6","--","--","--","--","--","--","--","--","00:00:00","00:00:00","558","793"
Running,2016-05-25 05:44:12,false,"Running","2.50","308","00:33:13","121","156","--","141","248","13:18","7:46","--","--","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-05-17 08:08:10,false,"Taubaté Running","3.00","268","00:54:09","101","127","--","115","159","18:04","9:27","71","82","0.77","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","1,886","1,945"
Running,2016-05-16 08:09:56,false,"Taubaté Running","3.49","328","00:53:40","111","177","--","117","185","15:22","6:41","11","15","0.90","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","1,923","1,946"
Running,2016-05-12 05:38:59,false,"Mc Kinney Running","0.47","48","00:09:06.1","100","148","--","97","181","19:30","3:55","--","--","0.85","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","751","768"
Cycling,2016-05-01 12:15:32,false,"Fort Worth Cycling","14.17","788","00:56:47","150","175","--","--","--","15.0","27.0","489","528","0.00","0.0","0.0","0","--","68","102","--","--","0.0","--","0","0","0.0","0.0","2022","0","0","0","--","0:00","73.4","0:00","No","00:00.00","--","84.2","--","--","--","--","--","--","--","--","00:00:00","00:00:00","364","663"
Cycling,2016-05-01 06:47:59,false,"Fort Worth Cycling","63.39","3,364","04:09:34","154","180","--","--","--","15.2","33.4","2,749","2,785","0.00","0.0","0.0","0","--","76","243","--","--","0.0","--","0","0","0.0","0.0","14150","0","0","0","--","0:00","46.4","0:00","No","00:00.00","--","77.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","456","894"
Cycling,2016-04-30 05:26:13,false,"Frisco Cycling","113.29","5,367","06:44:51","155","184","--","--","--","16.8","33.2","2,113","2,206","0.00","0.0","0.0","0","--","77","122","--","--","0.0","--","0","0","0.0","0.0","22480","0","0","0","--","0:00","53.6","0:00","No","00:00.00","--","78.8","--","--","--","--","--","--","--","--","00:00:00","00:00:00","541","912"
Cycling,2016-04-26 11:51:21,false,"Plano Cycling","11.83","592","00:48:20","139","156","--","--","--","14.7","20.7","13","7","0.00","0.0","0.0","0","--","85","102","--","--","0.0","--","0","0","0.0","0.0","4018","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-23 06:57:21,false,"Frisco Cycling","57.05","2,439","03:13:11","153","184","--","--","--","17.7","37.1","1,467","1,493","0.00","0.0","0.0","0","--","71","145","--","--","0.0","--","0","0","0.0","0.0","8829","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-21 17:53:01,false,"Frisco Cycling","44.40","2,268","02:34:06","163","192","--","--","--","17.3","32.5","1,089","1,099","0.00","0.0","0.0","0","--","70","118","--","--","0.0","--","0","0","0.0","0.0","7731","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-21 05:40:10,false,"Running","2.35","257","00:36:29","115","128","--","117","129","15:33","13:26","--","--","0.88","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-20 20:37:54,false,"Running","3.35","434","00:45:37","133","169","--","126","173","13:37","7:06","--","--","0.94","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-19 18:36:48,false,"Frisco Cycling","32.27","1,636","01:43:08","164","189","--","--","--","18.8","34.3","656","643","0.00","0.0","0.0","0","--","76","183","--","--","0.0","--","0","0","0.0","0.0","5838","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-18 18:16:46,false,"Running","4.32","547","00:52:36","141","176","--","135","173","12:11","7:27","--","--","0.98","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-14 18:36:15,false,"Frisco Cycling","32.81","1,603","01:41:44","164","188","--","--","--","19.4","37.1","679","663","0.00","0.0","0.0","0","--","72","251","--","--","0.0","--","0","0","0.0","0.0","4660","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-13 05:55:24,false,"Running","2.87","353","00:33:59","137","169","--","136","177","11:50","6:54","--","--","1.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-10 09:39:50,false,"Mc Kinney Running","2.46","304","00:28:12","136","171","--","133","183","11:29","6:54","--","--","1.05","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-08 05:46:01,false,"Running","2.98","323","00:37:39","121","153","--","129","177","12:37","6:55","--","--","0.99","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-07 18:37:55,false,"Frisco Cycling","32.25","1,514","01:47:34","156","186","--","--","--","18.0","34.7","620","640","0.00","0.0","0.0","0","--","69","116","--","--","0.0","--","0","0","0.0","0.0","4507","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-06 18:15:52,false,"Running","3.45","390","00:46:57","123","153","--","124","220","13:36","6:58","--","--","0.95","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-05 18:00:16,false,"Frisco Cycling","37.77","1,931","02:09:13","162","200","--","--","--","17.5","38.6","968","1,053","0.00","0.0","0.0","0","--","69","121","--","--","0.0","--","0","0","0.0","0.0","5679","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-02 08:38:43,false,"Running","3.67","426","00:42:31","131","162","--","140","173","11:35","8:04","--","--","0.99","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-31 18:34:52,false,"Frisco Cycling","32.97","1,364","01:42:39","152","191","--","--","--","19.3","32.0","725","787","0.00","0.0","0.0","0","--","68","109","--","--","0.0","--","0","0","0.0","0.0","2020","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-19 07:31:52,false,"Frisco Cycling","57.04","2,873","03:32:49","159","188","--","--","--","16.1","30.9","1,650","1,729","0.00","0.0","0.0","0","--","70","112","--","--","0.0","--","0","0","0.0","0.0","9619","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-16 18:31:30,false,"Frisco Cycling","28.30","1,381","01:35:23","158","193","--","--","--","17.8","36.3","850","869","0.00","0.0","0.0","0","--","66","102","--","--","0.0","--","0","0","0.0","0.0","1760","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-13 15:28:00,false,"Frisco Cycling","5.22","176","00:31:23","104","135","--","--","--","10.0","19.8","154","131","0.00","0.0","0.0","0","--","47","99","--","--","0.0","--","0","0","0.0","0.0","741","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-05 07:30:48,false,"Frisco Cycling","64.92","2,751","03:34:01","156","182","--","--","--","18.2","30.8","1,929","1,982","0.00","0.0","0.0","0","--","73","115","--","--","0.0","--","0","0","0.0","0.0","10082","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-03 18:36:29,false,"Frisco Cycling","32.93","1,390","01:43:21","152","187","--","--","--","19.1","33.8","653","676","0.00","0.0","0.0","0","--","74","123","--","--","0.0","--","0","0","0.0","0.0","4653","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-03-02 17:48:38,false,"Frisco Cycling","41.04","2,178","02:34:24","162","197","--","--","--","15.9","35.6","1,302","1,263","0.00","0.0","0.0","0","--","65","117","--","--","0.0","--","0","0","0.0","0.0","6908","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-02-27 07:27:20,false,"Frisco Cycling","65.75","3,161","04:06:39","155","190","--","--","--","16.0","34.7","2,034","2,008","0.00","0.0","0.0","0","--","67","183","--","--","0.0","--","0","0","0.0","0.0","10812","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-02-18 18:32:29,false,"Frisco Cycling","31.88","1,709","01:45:52","166","191","--","--","--","18.1","35.2","850","853","0.00","0.0","0.0","0","--","72","109","--","--","0.0","--","0","0","0.0","0.0","5168","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-02-16 18:33:37,false,"Frisco Cycling","32.32","1,713","01:48:14","164","193","--","--","--","17.9","31.5","676","735","0.00","0.0","0.0","0","--","76","120","--","--","0.0","--","0","0","0.0","0.0","6081","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-02-07 07:45:17,false,"Frisco Cycling","63.71","3,390","04:17:40","160","188","--","--","--","14.8","31.3","2,425","2,343","0.00","0.0","0.0","0","--","71","117","--","--","0.0","--","0","0","0.0","0.0","11780","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-01-31 09:56:29,false,"Frisco Cycling","24.64","1,214","02:00:01","140","187","--","--","--","12.3","24.8","830","827","0.00","0.0","0.0","0","--","70","130","--","--","0.0","--","0","0","0.0","0.0","5194","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-01-24 13:07:05,false,"Frisco Cycling","26.79","1,732","01:46:08","169","192","--","--","--","15.1","29.2","1,079","1,024","0.00","0.0","0.0","0","--","73","104","--","--","0.0","--","0","0","0.0","0.0","5488","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-01-17 13:27:38,false,"Frisco Cycling","25.11","1,456","01:35:39","163","185","--","--","--","15.8","32.5","883","876","0.00","0.0","0.0","0","--","74","110","--","--","0.0","--","0","0","0.0","0.0","4719","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-01-10 15:58:07,false,"Frisco Cycling","21.74","1,341","01:27:58","165","187","--","--","--","14.8","26.6","712","705","0.00","0.0","0.0","0","--","66","108","--","--","0.0","--","0","0","0.0","0.0","4008","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-01-03 13:20:24,false,"Frisco Cycling","27.44","1,397","01:50:24","153","178","--","--","--","14.9","31.4","932","935","0.00","0.0","0.0","0","--","70","106","--","--","0.0","--","0","0","0.0","0.0","4773","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-12-05 10:45:14,false,"Frisco Cycling","27.10","1,561","01:41:59","165","192","--","--","--","15.9","32.0","856","801","0.00","0.0","0.0","0","--","74","109","--","--","0.0","--","0","0","0.0","0.0","5181","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-10-27 18:28:25,false,"Frisco Cycling","27.80","1,282","01:40:16","148","193","--","--","--","16.6","34.9","535","558","0.00","0.0","0.0","0","--","73","249","--","--","0.0","--","0","0","0.0","0.0","4464","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-10-03 06:40:08,false,"Frisco Cycling","71.06","3,881","04:13:53","166","190","--","--","--","16.8","37.2","3,232","3,333","0.00","0.0","0.0","0","--","75","114","--","--","0.0","--","0","0","0.0","0.0","14713","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-29 17:52:07,false,"Frisco Cycling","46.81","2,279","02:39:34","160","190","--","--","--","17.6","32.8","1,142","1,148","0.00","0.0","0.0","0","--","72","116","--","--","0.0","--","0","0","0.0","0.0","7919","0","0","0","--","0:00","69.8","0:00","No","00:00.00","--","84.2","--","--","--","--","--","--","--","--","00:00:00","00:00:00","486","751"
Cycling,2015-09-27 17:10:56,false,"Frisco Cycling","22.94","1,164","01:21:09","156","190","--","--","--","17.0","30.1","469","472","0.00","0.0","0.0","0","--","70","108","--","--","0.0","--","0","0","0.0","0.0","4333","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-15 18:32:37,false,"Frisco Cycling","33.00","1,329","01:42:36","153","191","--","--","--","19.3","35.2","679","689","0.00","0.0","0.0","0","--","76","112","--","--","0.0","--","0","0","0.0","0.0","5170","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
